slug,score,critical,high,medium,low,info,ai_authored_percent,url,report_html,report_json,notes
andrechristikan-ack-nestjs-boilerplate,92,0,0,4,0,0,20.2,https://github.com/andrechristikan/ack-nestjs-boilerplate.git,andrechristikan-ack-nestjs-boilerplate.html,andrechristikan-ack-nestjs-boilerplate.json,
firecrawl-open-scouts,49,2,0,20,8,0,0.3,https://github.com/firecrawl/open-scouts.git,firecrawl-open-scouts.html,firecrawl-open-scouts.json,
stravu-crystal,52,1,4,3,6,1,100,https://github.com/stravu/crystal.git,stravu-crystal.html,stravu-crystal.json,
apify-mcpc,100,0,0,0,0,10,13.4,https://github.com/apify/mcpc.git,apify-mcpc.html,apify-mcpc.json,
nexu-io-codex-slides,58,3,0,1,0,0,0.2,https://github.com/nexu-io/codex-slides.git,nexu-io-codex-slides.html,nexu-io-codex-slides.json,
google-gemini-gemini-cli,80,0,0,17,7,46,0.2,https://github.com/google-gemini/gemini-cli.git,google-gemini-gemini-cli.html,google-gemini-gemini-cli.json,
NextJSTemplates-play-nextjs,65,1,2,4,0,0,0,https://github.com/NextJSTemplates/play-nextjs.git,NextJSTemplates-play-nextjs.html,NextJSTemplates-play-nextjs.json,
belastrittmatter-Framely,98,0,0,1,0,0,0,https://github.com/belastrittmatter/Framely.git,belastrittmatter-Framely.html,belastrittmatter-Framely.json,
EKKOLearnAI-hermes-studio,39,4,3,0,6,35,0,https://github.com/EKKOLearnAI/hermes-studio.git,EKKOLearnAI-hermes-studio.html,EKKOLearnAI-hermes-studio.json,
holaboss-ai-holaOS,30,2,4,8,2,20,100,https://github.com/holaboss-ai/holaOS.git,holaboss-ai-holaOS.html,holaboss-ai-holaOS.json,
Kaelio-ktx,68,2,0,1,1,42,10.1,https://github.com/Kaelio/ktx.git,Kaelio-ktx.html,Kaelio-ktx.json,
bgauryy-octocode,49,2,1,29,1,89,11.6,https://github.com/bgauryy/octocode.git,bgauryy-octocode.html,bgauryy-octocode.json,
ihor-sokoliuk-mcp-searxng,100,0,0,0,0,1,0.6,https://github.com/ihor-sokoliuk/mcp-searxng.git,ihor-sokoliuk-mcp-searxng.html,ihor-sokoliuk-mcp-searxng.json,
SixHq-Overture,69,0,3,5,7,18,20.4,https://github.com/SixHq/Overture.git,SixHq-Overture.html,SixHq-Overture.json,
addyosmani-agent-skills,100,0,0,0,0,0,20,https://github.com/addyosmani/agent-skills.git,addyosmani-agent-skills.html,addyosmani-agent-skills.json,
botpress-botpress,26,6,5,2,1,65,1.2,https://github.com/botpress/botpress.git,botpress-botpress.html,botpress-botpress.json,
velobase-velobase-harness,78,0,1,8,0,9,21.7,https://github.com/velobase/velobase-harness.git,velobase-velobase-harness.html,velobase-velobase-harness.json,
akd-io-create-next-stack,98,0,0,1,1,0,0.7,https://github.com/akd-io/create-next-stack.git,akd-io-create-next-stack.html,akd-io-create-next-stack.json,
dappros-ethora,100,0,0,0,0,0,0,https://github.com/dappros/ethora.git,dappros-ethora.html,dappros-ethora.json,
makafeli-n8n-workflow-builder,100,0,0,0,1,4,0,https://github.com/makafeli/n8n-workflow-builder.git,makafeli-n8n-workflow-builder.html,makafeli-n8n-workflow-builder.json,
giselles-ai-giselle,94,0,0,3,1,7,31.4,https://github.com/giselles-ai/giselle.git,giselles-ai-giselle.html,giselles-ai-giselle.json,
breaking-brake-cc-wf-studio,45,2,3,1,72,16,100,https://github.com/breaking-brake/cc-wf-studio.git,breaking-brake-cc-wf-studio.html,breaking-brake-cc-wf-studio.json,
kaitranntt-ccs,0,3,14,169,1,65,21.8,https://github.com/kaitranntt/ccs.git,kaitranntt-ccs.html,kaitranntt-ccs.json,
GLips-Figma-Context-MCP,88,0,1,3,0,1,22.2,https://github.com/GLips/Figma-Context-MCP.git,GLips-Figma-Context-MCP.html,GLips-Figma-Context-MCP.json,
nexu-io-nexu,83,1,0,1,0,7,10.1,https://github.com/nexu-io/nexu.git,nexu-io-nexu.html,nexu-io-nexu.json,
GreenSheep01201-claw-empire,20,1,33,2,24,2,0.1,https://github.com/GreenSheep01201/claw-empire.git,GreenSheep01201-claw-empire.html,GreenSheep01201-claw-empire.json,
firecrawl-firecrawl-mcp-server,100,0,0,0,0,18,0,https://github.com/firecrawl/firecrawl-mcp-server.git,firecrawl-firecrawl-mcp-server.html,firecrawl-firecrawl-mcp-server.json,
strapi-strapi,72,0,4,2,0,41,20.2,https://github.com/strapi/strapi.git,strapi-strapi.html,strapi-strapi.json,
roninoss-create-expo-stack,100,0,0,0,0,0,0,https://github.com/roninoss/create-expo-stack.git,roninoss-create-expo-stack.html,roninoss-create-expo-stack.json,
ixartz-Astro-boilerplate,96,0,0,2,1,0,0,https://github.com/ixartz/Astro-boilerplate.git,ixartz-Astro-boilerplate.html,ixartz-Astro-boilerplate.json,
wataru-maeda-react-native-boilerplate,85,1,0,0,1,0,98.5,https://github.com/wataru-maeda/react-native-boilerplate.git,wataru-maeda-react-native-boilerplate.html,wataru-maeda-react-native-boilerplate.json,
zeon-studio-nextplate,98,0,0,1,0,0,10,https://github.com/zeon-studio/nextplate.git,zeon-studio-nextplate.html,zeon-studio-nextplate.json,
steven-tey-precedent,98,0,0,1,0,0,0,https://github.com/steven-tey/precedent.git,steven-tey-precedent.html,steven-tey-precedent.json,
NextAdminHQ-nextjs-admin-dashboard,96,0,0,2,0,0,0,https://github.com/NextAdminHQ/nextjs-admin-dashboard.git,NextAdminHQ-nextjs-admin-dashboard.html,NextAdminHQ-nextjs-admin-dashboard.json,
nellavio-nellavio,99,0,0,0,3,0,0.3,https://github.com/nellavio/nellavio.git,nellavio-nellavio.html,nellavio-nellavio.json,
devias-io-material-kit-react,98,0,0,1,0,0,0,https://github.com/devias-io/material-kit-react.git,devias-io-material-kit-react.html,devias-io-material-kit-react.json,
lannodev-angular-tailwind,100,0,0,0,1,0,0,https://github.com/lannodev/angular-tailwind.git,lannodev-angular-tailwind.html,lannodev-angular-tailwind.json,
Davronov-Alimardon-canva-clone,71,1,1,4,0,0,0,https://github.com/Davronov-Alimardon/canva-clone.git,Davronov-Alimardon-canva-clone.html,Davronov-Alimardon-canva-clone.json,
ATH-MaaS-ComfyUI-Copilot,45,2,4,0,2,0,99.9,https://github.com/ATH-MaaS/ComfyUI-Copilot.git,ATH-MaaS-ComfyUI-Copilot.html,ATH-MaaS-ComfyUI-Copilot.json,
winfunc-opcode,91,0,1,1,2,0,99.9,https://github.com/winfunc/opcode.git,winfunc-opcode.html,winfunc-opcode.json,
strukto-ai-mirage,25,16,3,1,0,120,11.8,https://github.com/strukto-ai/mirage.git,strukto-ai-mirage.html,strukto-ai-mirage.json,
MicrosoftDocs-mcp,100,0,0,0,0,0,98.8,https://github.com/MicrosoftDocs/mcp.git,MicrosoftDocs-mcp.html,MicrosoftDocs-mcp.json,
FellouAI-eko,100,0,0,0,0,3,0,https://github.com/FellouAI/eko.git,FellouAI-eko.html,FellouAI-eko.json,
async-labs-saas,45,0,15,34,0,0,0,https://github.com/async-labs/saas.git,async-labs-saas.html,async-labs-saas.json,
marcoaapfortes-Mantic.sh,74,0,3,4,1,0,8.4,https://github.com/marcoaapfortes/Mantic.sh.git,marcoaapfortes-Mantic.sh.html,marcoaapfortes-Mantic.sh.json,
kriasoft-graphql-starter-kit,100,0,0,0,0,17,0.5,https://github.com/kriasoft/graphql-starter-kit.git,kriasoft-graphql-starter-kit.html,kriasoft-graphql-starter-kit.json,
suren-atoyan-react-pwa,98,0,0,1,1,0,3.6,https://github.com/suren-atoyan/react-pwa.git,suren-atoyan-react-pwa.html,suren-atoyan-react-pwa.json,
ixartz-Next-js-Blog-Boilerplate,94,0,0,3,0,0,0,https://github.com/ixartz/Next-js-Blog-Boilerplate.git,ixartz-Next-js-Blog-Boilerplate.html,ixartz-Next-js-Blog-Boilerplate.json,
proma-ai-Proma,95,0,0,0,11,0,23.6,https://github.com/proma-ai/Proma.git,proma-ai-Proma.html,proma-ai-Proma.json,
alpic-ai-skybridge,80,0,3,1,0,0,99.9,https://github.com/alpic-ai/skybridge.git,alpic-ai-skybridge.html,alpic-ai-skybridge.json,
xynehq-xyne,30,3,2,21,7,1,0.3,https://github.com/xynehq/xyne.git,xynehq-xyne.html,xynehq-xyne.json,
Javis603-token-monitor,72,0,4,1,4,7,10.2,https://github.com/Javis603/token-monitor.git,Javis603-token-monitor.html,Javis603-token-monitor.json,
alifarooq9-launchmvpfast,75,0,0,10,12,0,0,https://github.com/alifarooq9/launchmvpfast.git,alifarooq9-launchmvpfast.html,alifarooq9-launchmvpfast.json,
SmythOS-sre,55,0,5,16,1,19,21.5,https://github.com/SmythOS/sre.git,SmythOS-sre.html,SmythOS-sre.json,
TabularisDB-tabularis,97,0,0,1,2,13,21.1,https://github.com/TabularisDB/tabularis.git,TabularisDB-tabularis.html,TabularisDB-tabularis.json,
OpenHands-OpenHands,94,0,0,3,0,64,0.9,https://github.com/OpenHands/OpenHands.git,OpenHands-OpenHands.html,OpenHands-OpenHands.json,
darkroomengineering-satus,83,1,0,1,0,0,22.1,https://github.com/darkroomengineering/satus.git,darkroomengineering-satus.html,darkroomengineering-satus.json,
expo-starter-expo-local-first-template,85,1,0,0,1,0,0.7,https://github.com/expo-starter/expo-local-first-template.git,expo-starter-expo-local-first-template.html,expo-starter-expo-local-first-template.json,
flaviuse-mern-authentication,100,0,0,0,0,0,0,https://github.com/flaviuse/mern-authentication.git,flaviuse-mern-authentication.html,flaviuse-mern-authentication.json,
mickasmt-next-saas-stripe-starter,98,0,0,1,0,0,0,https://github.com/mickasmt/next-saas-stripe-starter.git,mickasmt-next-saas-stripe-starter.html,mickasmt-next-saas-stripe-starter.json,
2aronS-Duel-Agents,94,0,0,3,1,8,0,https://github.com/2aronS/Duel-Agents.git,2aronS-Duel-Agents.html,2aronS-Duel-Agents.json,
hoangsonww-Claude-Code-Agent-Monitor,16,0,59,5,1,37,22.2,https://github.com/hoangsonww/Claude-Code-Agent-Monitor.git,hoangsonww-Claude-Code-Agent-Monitor.html,hoangsonww-Claude-Code-Agent-Monitor.json,
SethGammon-Citadel,92,0,0,4,0,0,10.1,https://github.com/SethGammon/Citadel.git,SethGammon-Citadel.html,SethGammon-Citadel.json,
Portkey-AI-gateway,80,1,0,2,2,20,12.6,https://github.com/Portkey-AI/gateway.git,Portkey-AI-gateway.html,Portkey-AI-gateway.json,
brocoders-nestjs-boilerplate,100,0,0,0,0,2,20,https://github.com/brocoders/nestjs-boilerplate.git,brocoders-nestjs-boilerplate.html,brocoders-nestjs-boilerplate.json,
agmmnn-tauri-ui,100,0,0,0,0,1,0,https://github.com/agmmnn/tauri-ui.git,agmmnn-tauri-ui.html,agmmnn-tauri-ui.json,
notrab-headless-dropshipping-starter,86,0,1,4,0,0,0,https://github.com/notrab/headless-dropshipping-starter.git,notrab-headless-dropshipping-starter.html,notrab-headless-dropshipping-starter.json,
reliverse-relivator,92,0,0,4,0,0,10.4,https://github.com/reliverse/relivator.git,reliverse-relivator.html,reliverse-relivator.json,
themefisher-bigspring-light-nextjs,98,0,0,1,0,0,10,https://github.com/themefisher/bigspring-light-nextjs.git,themefisher-bigspring-light-nextjs.html,themefisher-bigspring-light-nextjs.json,
Taskosaur-Taskosaur,63,2,0,2,6,7,0.3,https://github.com/Taskosaur/Taskosaur.git,Taskosaur-Taskosaur.html,Taskosaur-Taskosaur.json,
mnfst-manifest,73,1,2,0,0,113,10.6,https://github.com/mnfst/manifest.git,mnfst-manifest.html,mnfst-manifest.json,
BlockRunAI-ClawRouter,70,0,3,6,0,6,13.4,https://github.com/BlockRunAI/ClawRouter.git,BlockRunAI-ClawRouter.html,BlockRunAI-ClawRouter.json,
cyberagiinc-DevDocs,94,0,0,3,0,0,1,https://github.com/cyberagiinc/DevDocs.git,cyberagiinc-DevDocs.html,cyberagiinc-DevDocs.json,
PaperDebugger-paperdebugger,100,0,0,0,1,1,99.9,https://github.com/PaperDebugger/paperdebugger.git,PaperDebugger-paperdebugger.html,PaperDebugger-paperdebugger.json,
theopenco-llmgateway,32,2,3,10,0,202,100,https://github.com/theopenco/llmgateway.git,theopenco-llmgateway.html,theopenco-llmgateway.json,
makerkit-nextjs-saas-starter-kit-lite,96,0,0,2,0,1,0.4,https://github.com/makerkit/nextjs-saas-starter-kit-lite.git,makerkit-nextjs-saas-starter-kit-lite.html,makerkit-nextjs-saas-starter-kit-lite.json,
adminmart-Modernize-Nextjs-Free,98,0,0,1,0,0,0,https://github.com/adminmart/Modernize-Nextjs-Free.git,adminmart-Modernize-Nextjs-Free.html,adminmart-Modernize-Nextjs-Free.json,
pdovhomilja-nextcrm-app,60,2,0,5,1,6,0.4,https://github.com/pdovhomilja/nextcrm-app.git,pdovhomilja-nextcrm-app.html,pdovhomilja-nextcrm-app.json,
langwatch-langwatch,0,1,42,55,4,193,20.5,https://github.com/langwatch/langwatch.git,langwatch-langwatch.html,langwatch-langwatch.json,
StreetLamb-tribe,100,0,0,0,0,0,0,https://github.com/StreetLamb/tribe.git,StreetLamb-tribe.html,StreetLamb-tribe.json,
wrtnlabs-agentica,98,0,0,1,0,1,1,https://github.com/wrtnlabs/agentica.git,wrtnlabs-agentica.html,wrtnlabs-agentica.json,
Orkas-AI-Orkas,62,0,4,4,88,28,0.2,https://github.com/Orkas-AI/Orkas.git,Orkas-AI-Orkas.html,Orkas-AI-Orkas.json,
iOfficeAI-AionUi,,,,,,,,https://github.com/iOfficeAI/AionUi.git,,,clone-failed: Cloning into '/Users/anuragyadav/Developer/TopNotchh-Workspace/verglos/scan-campaign-workspace/iOfficeAI-AionUi'...
waooAI-waoowaoo,64,0,3,12,2,4,0.2,https://github.com/waooAI/waoowaoo.git,waooAI-waoowaoo.html,waooAI-waoowaoo.json,
nocode-js-nocode-platform-boilerplate,98,0,0,1,0,0,0,https://github.com/nocode-js/nocode-platform-boilerplate.git,nocode-js-nocode-platform-boilerplate.html,nocode-js-nocode-platform-boilerplate.json,
hadrysm-nextjs-boilerplate,98,0,0,1,0,0,96.8,https://github.com/hadrysm/nextjs-boilerplate.git,hadrysm-nextjs-boilerplate.html,hadrysm-nextjs-boilerplate.json,
UfoMiao-zcf,85,0,0,11,0,31,21.7,https://github.com/UfoMiao/zcf.git,UfoMiao-zcf.html,UfoMiao-zcf.json,
giancarloerra-SocratiCode,100,0,0,0,0,5,13.4,https://github.com/giancarloerra/SocratiCode.git,giancarloerra-SocratiCode.html,giancarloerra-SocratiCode.json,
tech-leads-club-agent-skills,84,0,1,5,1,10,11.3,https://github.com/tech-leads-club/agent-skills.git,tech-leads-club-agent-skills.html,tech-leads-club-agent-skills.json,
zenstackhq-zenstack,81,1,0,2,1,16,100,https://github.com/zenstackhq/zenstack.git,zenstackhq-zenstack.html,zenstackhq-zenstack.json,
abhijithvijayan-web-extension-starter,100,0,0,0,1,0,0,https://github.com/abhijithvijayan/web-extension-starter.git,abhijithvijayan-web-extension-starter.html,abhijithvijayan-web-extension-starter.json,
ConduitPlatform-Conduit,48,1,28,0,0,3,0.3,https://github.com/ConduitPlatform/Conduit.git,ConduitPlatform-Conduit.html,ConduitPlatform-Conduit.json,
MCPJam-inspector,13,3,22,2,12,49,100,https://github.com/MCPJam/inspector.git,MCPJam-inspector.html,MCPJam-inspector.json,
dwgx-WindsurfAPI,39,1,9,16,1,35,2,https://github.com/dwgx/WindsurfAPI.git,dwgx-WindsurfAPI.html,dwgx-WindsurfAPI.json,
thesongzhu-Friday,76,0,1,17,7,95,100,https://github.com/thesongzhu/Friday.git,thesongzhu-Friday.html,thesongzhu-Friday.json,
sahibzada-allahyar-YC-Killer,86,0,2,1,0,2,0.6,https://github.com/sahibzada-allahyar/YC-Killer.git,sahibzada-allahyar-YC-Killer.html,sahibzada-allahyar-YC-Killer.json,
arabold-docs-mcp-server,88,0,2,0,0,10,22.4,https://github.com/arabold/docs-mcp-server.git,arabold-docs-mcp-server.html,arabold-docs-mcp-server.json,
AI-QL-tuui,92,0,0,4,1,0,0.5,https://github.com/AI-QL/tuui.git,AI-QL-tuui.html,AI-QL-tuui.json,
coreyhaines31-marketingskills,100,0,0,0,0,0,10,https://github.com/coreyhaines31/marketingskills.git,coreyhaines31-marketingskills.html,coreyhaines31-marketingskills.json,
developit-preact-boilerplate,100,0,0,0,0,0,0,https://github.com/developit/preact-boilerplate.git,developit-preact-boilerplate.html,developit-preact-boilerplate.json,
dashpresshq-dashpress,90,0,1,2,1,1,0.1,https://github.com/dashpresshq/dashpress.git,dashpresshq-dashpress.html,dashpresshq-dashpress.json,
brightdata-brightdata-mcp,47,0,16,20,2,0,0,https://github.com/brightdata/brightdata-mcp.git,brightdata-brightdata-mcp.html,brightdata-brightdata-mcp.json,
mattzcarey-shippie,88,0,2,0,0,1,0.3,https://github.com/mattzcarey/shippie.git,mattzcarey-shippie.html,mattzcarey-shippie.json,
hesamsheikh-octogent,98,0,0,0,4,0,10.1,https://github.com/hesamsheikh/octogent.git,hesamsheikh-octogent.html,hesamsheikh-octogent.json,
ntegrals-10x,98,0,0,1,1,0,7.5,https://github.com/ntegrals/10x.git,ntegrals-10x.html,ntegrals-10x.json,
davepoon-buildwithclaude,96,0,0,2,1,4,1.7,https://github.com/davepoon/buildwithclaude.git,davepoon-buildwithclaude.html,davepoon-buildwithclaude.json,
swarmclawai-swarmvault,42,3,3,0,1,39,0.1,https://github.com/swarmclawai/swarmvault.git,swarmclawai-swarmvault.html,swarmclawai-swarmvault.json,
Yeachan-Heo-oh-my-claudecode,37,10,3,2,2,30,13.1,https://github.com/Yeachan-Heo/oh-my-claudecode.git,Yeachan-Heo-oh-my-claudecode.html,Yeachan-Heo-oh-my-claudecode.json,
guocaoyi-create-chrome-ext,100,0,0,0,0,0,1.3,https://github.com/guocaoyi/create-chrome-ext.git,guocaoyi-create-chrome-ext.html,guocaoyi-create-chrome-ext.json,
pdsuwwz-nextjs-nextra-starter,98,0,0,1,0,0,0,https://github.com/pdsuwwz/nextjs-nextra-starter.git,pdsuwwz-nextjs-nextra-starter.html,pdsuwwz-nextjs-nextra-starter.json,
1186258278-OpenClawChineseTranslation,95,0,0,0,15,0,11.9,https://github.com/1186258278/OpenClawChineseTranslation.git,1186258278-OpenClawChineseTranslation.html,1186258278-OpenClawChineseTranslation.json,
cloudflare-agents-starter,100,0,0,0,1,0,0,https://github.com/cloudflare/agents-starter.git,cloudflare-agents-starter.html,cloudflare-agents-starter.json,
enricoros-big-AGI,64,0,3,11,2,4,21.3,https://github.com/enricoros/big-AGI.git,enricoros-big-AGI.html,enricoros-big-AGI.json,
ghostwright-phantom,16,3,4,20,0,70,15.9,https://github.com/ghostwright/phantom.git,ghostwright-phantom.html,ghostwright-phantom.json,
Houseofmvps-codesight,98,0,0,1,0,0,0.7,https://github.com/Houseofmvps/codesight.git,Houseofmvps-codesight.html,Houseofmvps-codesight.json,
AtomicBot-ai-Atomic-Chat,67,1,2,3,1,5,0.7,https://github.com/AtomicBot-ai/Atomic-Chat.git,AtomicBot-ai-Atomic-Chat.html,AtomicBot-ai-Atomic-Chat.json,
heygen-com-hyperframes,31,0,9,7,2,26,20.6,https://github.com/heygen-com/hyperframes.git,heygen-com-hyperframes.html,heygen-com-hyperframes.json,
adrianhajdin-ecommerce,98,0,0,1,0,0,0,https://github.com/adrianhajdin/ecommerce.git,adrianhajdin-ecommerce.html,adrianhajdin-ecommerce.json,
baidu-amis,85,0,2,1,2,9,0.1,https://github.com/baidu/amis.git,baidu-amis.html,baidu-amis.json,
vas3k-TaxHacker,83,1,0,1,1,0,99.9,https://github.com/vas3k/TaxHacker.git,vas3k-TaxHacker.html,vas3k-TaxHacker.json,
Helicone-helicone,39,1,11,8,17,80,100,https://github.com/Helicone/helicone.git,Helicone-helicone.html,Helicone-helicone.json,
MoizIbnYousaf-Ai-Agent-Skills,84,0,2,2,0,0,0,https://github.com/MoizIbnYousaf/Ai-Agent-Skills.git,MoizIbnYousaf-Ai-Agent-Skills.html,MoizIbnYousaf-Ai-Agent-Skills.json,
ZhangJinHaHaHa-AgentLens,100,0,0,0,0,12,0.3,https://github.com/ZhangJinHaHaHa/AgentLens.git,ZhangJinHaHaHa-AgentLens.html,ZhangJinHaHaHa-AgentLens.json,
lmsqueezy-nextjs-billing,98,0,0,1,0,0,7,https://github.com/lmsqueezy/nextjs-billing.git,lmsqueezy-nextjs-billing.html,lmsqueezy-nextjs-billing.json,
xu-xiang-everything-claude-code-zh,30,1,6,16,0,49,30.7,https://github.com/xu-xiang/everything-claude-code-zh.git,xu-xiang-everything-claude-code-zh.html,xu-xiang-everything-claude-code-zh.json,
